usrname,七夕超火,超级火箭,七夕火箭,火箭,七夕飞机,飞机,七夕办卡,办卡,金锄头,冰棍,小飞碟,鹊桥飞星,F4,有排面,七夕鹊羽,打call,帐篷,好人卡,没排面,药丸,赞,总计
lubing116,,,,,,,,6.0,18.0,,,,0.6,,,,,9.299999999999983,,,3.0000000000000013,36.899999999999984
请叫我曾先森丶,,,,,,,,,,,,,,,,,,36.70000000000025,,,,36.70000000000025
溺于红尘葬于心,,,,,,,,,6.0,,1.0,,,,,,,29.000000000000142,,,,36.00000000000014
柴米油盐酱醋茶666,,,,,,,,,36.0,,,,,,,,,,,,,36.0
Seven小邪,,,,,,,,,36.0,,,,,,,,,,,,,36.0
龍骑士丶虾米打酱油,,,,,,,,,36.0,,,,,,,,,,,,,36.0
心芩乀,,,,,,,,,36.0,,,,,,,,,,,,,36.0
等哈哈单号,,,,,,,,,36.0,,,,,,,,,,,,,36.0
睫睫睫睫睫妹的小迷弟,,,,,,,,,30.0,,,,4.8,,,,,0.5,,,0.5,35.8
你要我就硬,,,,,,,,,30.0,,,,,,,,,4.999999999999998,,,0.1,35.1
么么嫩么恩莫得,,,,,,,,,24.0,,,,10.799999999999997,,,,0.2,,,,,35.0
F4丶耶耶耶,,,,,,,,12.0,12.0,,,,10.799999999999997,,,,,0.1,,,,34.9
Sanc333,,,,,,,,,24.0,,,,10.799999999999997,,,,,0.1,,,,34.9
阿六,,,,,,,,,6.0,,,,7.199999999999998,,,,,21.00000000000003,,,0.6,34.80000000000003
一泡上天堂,,,,,,,,,30.0,,,,0.6,,,,,4.000000000000002,,,,34.6
蘑菇粗又黑11,,,,,,,,,24.0,,10.0,,0.6,,,,,,,,,34.6
广州恒大暴力鸟,,,,,,,,,,,,,30.00000000000003,,,,,4.100000000000001,,,,34.10000000000003
卡卡波波,,,,,,,,,30.0,,,,,,,,,4.100000000000001,,,,34.1
手表pry5579,,,,,,,,,,,,,27.600000000000023,,,,,6.399999999999993,,,,34.000000000000014
三角裤衩,,,,,,,24.0,,6.0,,2.0,,,,,,,2.0000000000000004,,,,34.0
恋上昨夜星辰,,,,,,,,,30.0,,2.0,,,,,,,2.0000000000000004,,,,34.0
F4丶钓鱼绝逼空军,,,,,,,,6.0,,,6.0,,9.599999999999998,,,,,9.99999999999998,,,2.0000000000000004,33.59999999999998
F4丶不跟你多Bb,,,,,,,,,24.0,,,,4.2,,,3.400000000000001,,1.2,,,0.5,33.300000000000004
北纬38的想念,,,,,,,,,30.0,,,,,,,,,3.0000000000000013,,,,33.0
丿灬龙武,,,,,,,,,30.0,,,,3.0,,,,,,,,,33.0
请叫我阿涛哥,,,,,,,,,30.0,,,,,,,,,2.600000000000001,,,,32.6
嘻嘻哈哈木木呆呆,,,,,,,,,6.0,,21.0,,0.6,,,,0.4,4.000000000000002,,,,32.0
阳光利群88888,,,,,,,,,,,,,15.599999999999994,,,,,16.29999999999996,,,0.1,31.999999999999957
墙角DE烟头,,,,,,,,,12.0,,4.0,,,,,,,,,,15.99999999999996,31.999999999999957
F4丶嘿的一B,,,,,,,,,18.0,,,,12.599999999999996,,0.8,,,0.5,,,,31.9
尼古拉斯送药,,,,,,,,,,,12.0,,9.599999999999998,,,,,10.29999999999998,,,,31.899999999999977
老阳的小璐,,,,,,,,24.0,6.0,,,,1.7999999999999998,,,,,,,,,31.8
少年派来的太久太久,,,,,,,,,,,13.0,,11.999999999999996,,,,,6.699999999999992,,,,31.69999999999999
想如意,,,,,,,,6.0,6.0,,,,,,,,,12.79999999999997,,,6.8999999999999915,31.69999999999996
F4疯狂牛蛙,,,,,,,,,30.0,,,,,,,,,1.4000000000000001,,,,31.4
户外黑粉丶车干,,,,,,,,,12.0,,3.0,,0.6,,,,,15.79999999999996,,,,31.39999999999996
胖子的小三,,,,,,,,,18.0,,12.0,,0.6,,,,0.4,0.30000000000000004,,,,31.3
锦衣卫丶打爆你眼睛,,,,,,,,6.0,6.0,,1.0,,2.4,,,1.0,,13.799999999999967,,,1.0999999999999999,31.29999999999997
嘎嘎有肉吃,,,,,,,,,30.0,,,,0.6,,,,0.2,,,,0.30000000000000004,31.1
王大爷6855,,,,,,,,,,,,,24.600000000000016,,,,,5.299999999999997,,,1.0999999999999999,31.000000000000014
F4丶马来西亚,,,,,,,,,24.0,,7.0,,,,,,,,,,,31.0
汤圆唔中意食汤圆,,,,,,,,,30.0,,,,0.6,,,,,0.30000000000000004,,,,30.900000000000002
goodgoohan,,,,,,,,,6.0,,2.0,,22.80000000000001,,,,,,,,,30.80000000000001
金鱼的梦境,,,,,,,,,18.0,,,,11.999999999999996,,,,,0.5,,,,30.499999999999996
F4丶su,,,,,,,,,30.0,,,,,,,,,0.30000000000000004,,,,30.3
594613肖淑洁二蛋,,,,,,,,,,,,,,,,,,30.000000000000156,,,,30.000000000000156
魅力生活胜哥保镖,,,,,,,,,30.0,,,,,,,,,,,,,30.0
F4丶三炮扣洞我就高潮,,,,,,,,,30.0,,,,,,,,,,,,,30.0
腹黑果酱,,,,,,,,,30.0,,,,,,,,,,,,,30.0
杨小淇0720,,,,,,,,,30.0,,,,,,,,,,,,,30.0
F4丶放羊娃,,,,,,,,,30.0,,,,,,,,,,,,,30.0
Honey是美妞儿,,,,,,,,,30.0,,,,,,,,,,,,,30.0
F4丶初中毕业蔡徐鲲skr,,,,,,,,,30.0,,,,,,,,,,,,,30.0
F4丶西北风来袭,,,,,,,,,24.0,,,,3.0,,,,,1.8000000000000005,,,0.9999999999999999,29.8
苏晓日,,,,,,,18.0,6.0,,2.0,3.0,,,0.4,,,,,,,,29.4
夏季黎明丶,,,,,,,,,24.0,,3.0,,0.6,,,,,1.4000000000000001,,,,29.0
对着太阳说早安i,,,,,,,,,,,23.0,,,,,,,5.999999999999995,,,,28.999999999999993
风吹山林兮,,,,,,,,,,,,,,,,,,,,,28.80000000000014,28.80000000000014
2018年5月21,,,,,,,,,24.0,,,,4.8,,,,,,,,,28.8
满脸倦容,,,,,,,,,18.0,,10.0,,,,,,,,,,,28.0
happin1ss,,,,,,,,6.0,18.0,,,,,,,,,,,,4.000000000000002,28.0
满屏的,,,,,,,,,18.0,,,,8.999999999999998,,,,,0.8999999999999999,,,,27.9
幻天际,,,,,,,,6.0,12.0,,,,0.6,,,0.4,,8.899999999999984,,,,27.899999999999984
菩萨摇头怕怕,,,,,,,,12.0,6.0,,6.0,,3.0,,,0.2,,0.2,,,0.1,27.5
F4丶错哒西,,,,,,,,,6.0,,,,10.799999999999997,,0.4,1.0,,8.199999999999987,,,,26.399999999999984
表哥我在,,,,,,,,,18.0,,,,4.8,,,,,3.4000000000000017,,,,26.200000000000003
心里要有点逼数,,,,,,,,,24.0,,2.0,,,,,,,,,,,26.0
锦衣卫丶洗了睡去,,,,,,,,,24.0,,,,1.7999999999999998,,,,,0.2,,,,26.0
人帅枪刚击毙炮,,,,,,,,,24.0,,2.0,,,,,,,,,,,26.0
神v黑牛,,,,,,,,,12.0,,14.0,,,,,,,,,,,26.0
小韦德丶丶,,,,,,,,,18.0,,,,7.799999999999998,,,,,,,,,25.799999999999997
条家军6666,,,,,,,,,18.0,,,,4.8,,,,0.4,2.2000000000000006,,,,25.4
a7663968,,,,,,,,,18.0,,,,6.599999999999999,,,,,0.7,,,,25.299999999999997
脸帝麽麽,,,,,,,,,18.0,,,,,,,,,7.29999999999999,,,,25.29999999999999
詹奇增,,,,,,,,,24.0,,,,,,,,,1.0999999999999999,,,,25.1
甜甜的蜜糖丿,,,,,,,,,12.0,,1.0,,3.0,,,,,8.099999999999987,,,0.9999999999999999,25.099999999999987
Y0735,,,,,,,,,,,,,,,,,,25.000000000000085,,,,25.000000000000085
卢本伟艹马飞,,,,,,,,,,,,,,,,,,25.000000000000085,,,,25.000000000000085
CL丶蜉蝣哦,,,,,,,,,,,,,24.600000000000016,,,,,0.4,,,,25.000000000000014
F4丶美声音响,,,,,,,,,24.0,,,,0.6,,,,,0.4,,,,25.0
毛毛虫1908,,,,,,,,,,,12.0,,9.599999999999998,,,,,3.4000000000000017,,,,25.0
讲个笑话打爆你眼睛,,,,,,,,,24.0,,,,,,,,1.0,,,,,25.0
请多指教YIN,,,,,,,,,24.0,,1.0,,,,,,,,,,,25.0
随行付Mpos免费送,,,,,,,,,24.0,,,,0.6,,,,0.4,,,,,25.0
亚林赚钱啦丶,,,,,,,,,18.0,,4.0,,,,,,,3.0000000000000013,,,,25.0
199448108,,,,,,,,,24.0,,,,0.6,,,,,0.2,,,,24.8
大辉辉Love,,,,,,,,,,,,,24.600000000000016,,,,,,,,,24.600000000000016
一直很安静乀丶,,,,,,,,,24.0,,,,0.6,,,,,,,,,24.6
木子木啊乀,,,,,,,,,18.0,,,,3.6,,,,,2.600000000000001,,,,24.200000000000003
肖淑洁的末任男友,,,,,,,,,24.0,,,,,,,,,0.1,,,,24.1
繁星下的囚鸟,,,,,,,,,24.0,,,,,,,,,,,,,24.0
1219别闹嘛死鬼,,,,,,,,,24.0,,,,,,,,,,,,,24.0
奉城四爷,,,,,,,,,24.0,,,,,,,,,,,,,24.0
兄弟的飞机,,,,,,,,,18.0,,1.0,,0.6,,,,,4.4,,,,24.0
F4丶啸西哥,,,,,,,,,24.0,,,,,,,,,,,,,24.0
射击狮丶,,,,,,,,,18.0,,6.0,,,,,,,,,,,24.0
梁山好汉灬麒麟卢俊义,,,,,,,,,24.0,,,,,,,,,,,,,24.0
小胜丫a,,,,,,,,,12.0,,6.0,,5.999999999999999,,,,,,,,,24.0
团灭传媒丶干戈,,,,,,,,,12.0,,,,11.999999999999996,,,,,,,,,23.999999999999996
弥勒17,,,,,,,,,12.0,,,,11.999999999999996,,,,,,,,,23.999999999999996
小米椒,,,,,,,,,,,12.0,,5.999999999999999,,,,,5.999999999999995,,,,23.999999999999993
F4丶公子羽,,,,,,,,,12.0,,,,5.999999999999999,,,,,5.999999999999995,,,,23.999999999999993
F4丶干会计贼有钱,,,,,,,,,6.0,,,,13.199999999999996,,,,0.4,4.4,,,,23.999999999999993
玩家名字没得字,,,,,,,,6.0,,,4.0,,1.2,,,0.2,0.2,11.099999999999977,0.5,0.4,0.4,23.99999999999997
墨子悲丝,,,,,,,,,6.0,,8.0,,9.599999999999998,,,,,,,,,23.599999999999998
锦衣卫丶独醉,,,,,,,,,12.0,,6.0,1.0,3.0,,,,0.2,0.8999999999999999,,,0.1,23.2
F4丶梦被尿憋醒,,,,,,,,,12.0,,,,4.8,,,,,6.199999999999994,,,0.1,23.099999999999994
主播好丑不想送礼物,,,,,,,,,,,,,22.80000000000001,,,,,,,,,22.80000000000001
飞飞不曾忘记丶PDH,,,,,,,,,12.0,,,,10.799999999999997,,,,,,,,,22.799999999999997
F4丶浮生若梦,,,,,,,,,12.0,,1.0,,5.999999999999999,,,,,2.600000000000001,,,1.0999999999999999,22.700000000000003
点了关注不迷路7,,,,,,,,,12.0,,,,3.6,,,,,0.8999999999999999,,,6.099999999999994,22.599999999999994
北风吹乱夏未凉,,,,,,,,,12.0,,,,10.199999999999998,,,,,0.30000000000000004,,,,22.499999999999996
F4丶踩着高跷看矮子,,,,,,,,,,,6.0,,,,,1.7999999999999998,,13.899999999999967,,,0.7999999999999999,22.499999999999968
姣姣小姐姐,,,,,,,,,12.0,,,,,,,,,10.29999999999998,,,0.1,22.39999999999998
ben0000009,,,,,,,,,18.0,,,,3.0,,,,,1.3,,,,22.3
尊师小虾米,,,,,,,,,12.0,,,,10.199999999999998,,,,,,,,,22.199999999999996
锦衣卫丶雨小曲,,,,,,,,,18.0,,1.0,,3.0,,,,,,,,,22.0
灬越努力越幸运丶,,,,,,,,12.0,,,10.0,,,,,,,,,,,22.0
xiatian887,,,,,,,,,12.0,,,,,,,,,9.99999999999998,,,,21.99999999999998
中山顺亚长安汽车小温,,,,,,,,,18.0,,,,0.6,,,,,3.3000000000000016,,,,21.900000000000002
丶我就默默地看你装B,,,,,,,6.0,,,,14.0,,0.6,,,,,0.9999999999999999,,,,21.6
F4丶顶尖,,,,,,,,,6.0,,,,5.3999999999999995,,,,,10.19999999999998,,,,21.59999999999998
两拳多个頭,,,,,,,,,12.0,,,,3.6,,,0.6000000000000001,,2.3000000000000007,,,2.700000000000001,21.200000000000003
丶伴我多久i,,,,,,,,,18.0,,3.0,,,,,,,,,,,21.0
伊洛o,,,,,,,,,18.0,,,,3.0,,,,,,,,,21.0
身寸歪了666666,,,,,,,,,18.0,,3.0,,,,,,,,,,,21.0
F4丶尜天,,,,,,,,,12.0,,,,8.999999999999998,,,,,,,,,21.0
谢贝壳贝贝,,,,,,,,,18.0,,,,,,,,,2.800000000000001,,,,20.8
Kwkwaii,,,,,,,6.0,,6.0,,8.0,,,,0.2,,,0.4,,,,20.599999999999998
Ycj2g杨二哥,,,,,,,,,18.0,,,,0.6,,,,,1.8000000000000005,,,,20.400000000000002
wf2lcx,,,,,,,,,6.0,,,,9.599999999999998,,,,,4.799999999999999,,,,20.4
F4丶学废了吗,,,,,,,,,12.0,,,,7.799999999999998,,,,,0.5,,,,20.299999999999997
啊伟70448,,,,,,,,,18.0,,,,,,,,,2.2000000000000006,,,,20.2
F4丶希望,,,,,,,,,6.0,,,,7.799999999999998,,,0.4,,5.4999999999999964,,,0.5,20.199999999999996
Peng608450,,,,,,,,,18.0,,,,0.6,,,,,1.5000000000000002,,,,20.1
AA小田螺,,,,,,,,,,,,,,,,,,20.000000000000014,,,,20.000000000000014
fredsimon,,,,,,,,,12.0,,,,0.6,,,,4.200000000000001,3.2000000000000015,,,,20.000000000000004
逼老湿牛逼,,,,,,,,,18.0,,,,,,,,,2.0000000000000004,,,,20.0
带带大师兄o,,,,,,,,,18.0,,,,,,,,,2.0000000000000004,,,,20.0
无味d生活,,,,,,,,,18.0,,,,0.6,,,,,1.4000000000000001,,,,20.0
ptpt110,,,,,,,,,18.0,,,,1.7999999999999998,,,,,0.2,,,,20.0
亲亲的伟哥哥,,,,,,,,,18.0,,1.0,,0.6,,,,,0.4,,,,20.0
尼古拉斯只刷荧光棒,,,,,,,,18.0,,,,,,,,1.9999999999999998,,,,,,20.0
女朋友叫右手撸,,,,,,,,,,,15.0,,,,,,,4.999999999999998,,,,20.0
今尽识愁滋味,,,,,,,,,18.0,,,,,,,,,2.0000000000000004,,,,20.0
户外黑粉丶亮哥,,,,,,,,6.0,6.0,4.0,,,3.6,,,,,0.4,,,,20.0
F4丶暴躁的422,,,,,,,,,18.0,,,,1.7999999999999998,,,,,0.2,,,,20.0
F4丶高冷晨少i,,,,,,,,,12.0,,,,7.799999999999998,,,,,0.2,,,,19.999999999999996
路过一阵风8,,,,,,,,,12.0,,,,7.799999999999998,,,,,0.2,,,,19.999999999999996
衫绎,,,,,,,,,12.0,,,,1.7999999999999998,,,,,6.199999999999994,,,,19.999999999999993
彡彡九野生小小鱼,,,,,,,,,6.0,,1.0,,3.0,,,,,,0.5,,9.499999999999982,19.999999999999982
情到浓时自然转薄,,,,,,,,,6.0,,,,,,,,4.000000000000001,9.99999999999998,,,,19.99999999999998
吉普赛心,,,,,,,,,18.0,,,,1.7999999999999998,,,,,,,,0.1,19.900000000000002
胖子撩妹了,,,,,,,,,,,2.0,,7.199999999999998,,,,,10.699999999999978,,,,19.899999999999977
3454675,,,,,,,,,18.0,,1.0,,0.6,,,,,0.2,,,,19.8
迷途在北极的魚,,,,,,,6.0,,6.0,,7.0,,0.6,,,,,,,,,19.6
F4丶阿弥陀佛我要吃肉,,,,,,,,,6.0,,,,3.6,,,8.8,,,,,1.2,19.599999999999998
易12345,,,,,,,,,12.0,,6.0,,1.2,,,,,0.4,,,,19.599999999999998
低调调丶,,,,,,,,,6.0,,,,13.199999999999996,,,,0.4,,,,,19.599999999999994
三岁零三天,,,,,,,,,18.0,,,,,,,,,1.5000000000000002,,,,19.5
Dang856588,,,,,,,,,18.0,,,,,,,,1.0,0.1,,,,19.1
锦衣卫丶糖龍,,,,,,,,6.0,6.0,,,,5.999999999999999,,,,,1.0999999999999999,,,,19.1
龘齉爩,,,,,,,,18.0,,,,,,,,,,,,,0.9999999999999999,19.0
千刀老,,,,,,,,,18.0,,,,,,,,,0.9999999999999999,,,,19.0
抽烟伤肺不伤心丶丶,,,,,,,,,18.0,,,,,,,,,0.9999999999999999,,,,19.0
心慌ing丶,,,,,,,,,18.0,,,,,,,,,0.9999999999999999,,,,19.0
AA卡西欧,,,,,,,,6.0,6.0,,,,,,,,,,,,6.999999999999991,18.999999999999993
特奔,,,,,,,6.0,,12.0,,,,0.6,,,,,0.2,,,,18.8
320155丶春风十里,,,,,,,,,,,,,14.999999999999995,,,,3.800000000000001,,,,,18.799999999999997
天屎在人间丶,,,,,,,,,12.0,,3.0,,,,,1.2,,2.400000000000001,,,0.1,18.700000000000003
朝阳绽微笑,,,,,,,,,18.0,,,,,,,,,0.7,,,,18.7
ICU王主任,,,,,,,,,18.0,,,,0.6,,,,,,,,,18.6
狗哥1908,,,,,,,,,18.0,,,,,,,,,0.4,,,,18.4
PE花少,,,,,,,,,18.0,,,,,,,,,0.2,,,0.2,18.4
卖图的小男孩,,,,,,,,,12.0,,,,,,,,,6.399999999999993,,,,18.39999999999999
瓜皮F4,,,,,,,,,6.0,,,,,,,,,12.399999999999972,,,,18.39999999999997
1255982965,,,,,,,,,6.0,,,,11.999999999999996,,,,,0.30000000000000004,,,,18.299999999999997
F4丶打洞能手,,,,,,,,,6.0,,,,,,,8.200000000000003,,4.000000000000002,,,,18.200000000000003
龍骑士丶痞子胜,,,,,,,,,18.0,,,,,,,,,0.1,,,,18.1
树不丶临风,,,,,,,,,18.0,,,,,,,,,0.1,,,,18.1
万历首辅张太岳,,,,,,,,,18.0,,,,,,,,,,,,,18.0
蒙面奶奶杀手,,,,,,,,,18.0,,,,,,,,,,,,,18.0
鳄图腾旗舰店鱼网厂家,,,,,,,,18.0,,,,,,,,,,,,,,18.0
莪把初夜献给党,,,,,,,,,18.0,,,,,,,,,,,,,18.0
团灭传媒丶驻京办,,,,,,,,,18.0,,,,,,,,,,,,,18.0
TD丶玄月,,,,,,,,,18.0,,,,,,,,,,,,,18.0
乌鸦XYL123,,,,,,,,,18.0,,,,,,,,,,,,,18.0
2544475054,,,,,,,,,18.0,,,,,,,,,,,,,18.0
小牛子十八厘米,,,,,,,,,6.0,10.0,,,,,,1.9999999999999998,,,,,,18.0
野猪妹控,,,,,,,,,18.0,,,,,,,,,,,,,18.0
Today出来逛逛,,,,,,,,,18.0,,,,,,,,,,,,,18.0
西索的红桃K,,,,,,,,,18.0,,,,,,,,,,,,,18.0
687422丶重复得太多,,,,,,,,,18.0,,,,,,,,,,,,,18.0
锦衣卫丶可乐,,,,,,,,,18.0,,,,,,,,,,,,,18.0
小马哥66886,,,,,,,,,12.0,,,,5.999999999999999,,,,,,,,,18.0
温柔丶巛巛,,,,,,,,,18.0,,,,,,,,,,,,,18.0
浅笑丶丶丶丶丶丶丶,,,,,,,,,18.0,,,,,,,,,,,,,18.0
樟树伢子,,,,,,,,,18.0,,,,,,,,,,,,,18.0
锦衣卫丶卖酒公子,,,,,,,,,18.0,,,,,,,,,,,,,18.0
NTSS等待,,,,,,,,,18.0,,,,,,,,,,,,,18.0
尘埃落定丶顺顺,,,,,,,,,18.0,,,,,,,,,,,,,18.0
山水有相逢丿,,,,,,,,,18.0,,,,,,,,,,,,,18.0
夜丨狠伤感丶,,,,,,,,,18.0,,,,,,,,,,,,,18.0
嘛事,,,,,,,,,6.0,,2.0,,,,,,,9.99999999999998,,,,17.99999999999998
X尋歡作樂,,,,,,,,,6.0,,,,,,,,,11.999999999999973,,,,17.99999999999997
锦衣卫丶群馆理,,,,,,,,,,,,,,,,,,17.899999999999984,,,,17.899999999999984
璀璨的烟火一闪而过,,,,,,,,,12.0,,,,3.0,,,,,2.0000000000000004,,,0.7,17.7
1994公里,,,,,,,,,,,,,,,,,,16.79999999999997,,,0.8999999999999999,17.699999999999967
刀疤城一洗菊花就,,,,,,,,,12.0,,,,3.6,,,1.2,,0.4,,,0.4,17.599999999999998
师太丶夜闯尼姑庵,,,,,,,,,12.0,,,,5.3999999999999995,,,,,,,,,17.4
慢慢已成淡然,,,,,,,,,12.0,5.0,,,,,,,,0.2,,,,17.2
Yo丶卑鄙的小唧唧,,,,,,,,12.0,,,,,,,,,,5.099999999999998,,,,17.099999999999998
一万五丶授格,,,,,,,,6.0,6.0,,,,,,,4.000000000000001,,0.9999999999999999,,,,17.0
好人一生平安龙头是好,,,,,,,,,,,13.0,,,,,,,4.000000000000002,,,,17.0
ckace丶,,,,,,,,,12.0,,5.0,,,,,,,,,,,17.0
锦衣卫丶黄宝的小老弟,,,,,,,,,12.0,,,,3.0,,,,,2.0000000000000004,,,,17.0
F4厉害,,,,,,,,,12.0,,,,3.6,,,,,1.4000000000000001,,,,17.0
陆仔户外F,,,,,,,,12.0,,,,,,,,,,,,,4.999999999999998,17.0
勒内丶笛卡尔,,,,,,,,,12.0,,1.0,1.0,0.6,,,,,1.4000000000000001,,,0.7999999999999999,16.8
胖子没有女朋友,,,,,,,,12.0,,,,,,,,,,,,,4.799999999999999,16.799999999999997
yi点丶小情绪,,,,,,,,,,,12.0,,,,0.6000000000000001,,,0.7999999999999999,,,3.2000000000000015,16.6
御前带tao侍卫杜蕾斯,,,,,,,,,6.0,4.0,6.0,,,,,,,0.30000000000000004,,,0.1,16.400000000000002
F4丶鹧鸪老表,,,,,,,,,12.0,,,,,,,,,4.300000000000001,,,,16.3
我用冈本特大号,,,,,,,,,12.0,,,,3.6,,,,,0.5,,,,16.1
jy02171172,,,,,,,6.0,6.0,,,,4.0,,,,,,,,,,16.0
37丶无厘头,,,,,,,,,12.0,,2.0,,0.6,,,,,0.4,,,0.9999999999999999,16.0
锦衣卫丶银剑秃子,,,,,,,,,12.0,,,,3.6,,,,0.4,,,,,16.0
一生相牵丶,,,,,,,6.0,,6.0,,,4.0,,,,,,,,,,16.0
F4丶涛涛,,,,,,,,,,,,,,,,,,15.99999999999996,,,,15.99999999999996
热天要喝矿泉水,,,,,,,,,6.0,,8.0,,,,,,,0.8999999999999999,,,0.9999999999999999,15.9
F4丶雄仔,,,,,,,,,12.0,,,,3.0,,,,,0.6,,,0.1,15.7
一二一一丶丶,,,,,,,,,12.0,,,,0.6,,,,,3.0000000000000013,,,,15.600000000000001
听见流星的声音辣,,,,,,,,,,,,,4.2,,,,,11.099999999999977,,,,15.299999999999976
丿丿店长推荐,,,,,,,,6.0,6.0,,3.0,,,,,,,,,,0.1,15.1
小小年纪不读书,,,,,,,,,6.0,,,,,,,,,9.099999999999984,,,,15.099999999999984
尼古拉斯野猪,,,,,,,,,,,2.0,,,,,,,13.09999999999997,,,,15.09999999999997
笏忘草之花,,,,,,,,,12.0,,,,,,,,,3.0000000000000013,,,,15.000000000000002
我在江湖传送,,,,,,,,,12.0,,,,2.4,,,,,0.6,,,,15.0
5296662,,,,,,,,,6.0,,,,8.999999999999998,,,,,,,,,14.999999999999998
混吃等死丶纯某人,,,,,,,,,12.0,,,,1.2,,,,,1.3,,,,14.5
奔跑的0蜗牛,,,,,,,,,6.0,,,,8.399999999999999,,,,,,,,,14.399999999999999
gracefu,,,,,,,,,12.0,,,,,,,,,2.2000000000000006,,,,14.200000000000001
艾馨,,,,,,,,,,,,,,,,14.199999999999982,,,,,,14.199999999999982
F4丶絵飛的魚,,,,,,,,,6.0,,,,3.0,,,,,3.0000000000000013,,,2.0000000000000004,14.000000000000002
广东小小学生,,,,,,,,,12.0,,,,1.7999999999999998,,,,,0.2,,,,14.0
悠然弈雪,,,,,,,,,12.0,,,,1.7999999999999998,,,,0.2,,,,,14.0
你是真的土丶3201555,,,,,,,,,6.0,,2.0,,5.999999999999999,,,,,,,,,14.0
823150483,,,,,,,,,12.0,,,,,,,,,2.0000000000000004,,,,14.0
F4丶各有所长,,,,,,,,6.0,,4.0,,,3.6,,,,,0.4,,,,14.0
jiady,,,,,,,,,,,14.0,,,,,,,,,,,14.0
孤独症patients,,,,,,,,12.0,,,,,,,,,1.9999999999999998,,,,,14.0
不秃不胖假水友,,,,,,,,,6.0,,,,5.3999999999999995,,,,,2.600000000000001,,,,14.0
浪子25442,,,,,,,,,6.0,,,,2.4,,,,,5.599999999999996,,,,13.999999999999996
至尊灬战神,,,,,,,,,,,,,13.799999999999995,,,,0.2,,,,,13.999999999999995
F4丶擦你霉N次,,,,,,,,,6.0,,,,1.7999999999999998,,,,,6.199999999999994,,,,13.999999999999993
繁华初逝,,,,,,,,,12.0,,,,0.6,,,1.0,0.2,,,,0.1,13.899999999999999
我是777哥粉丝,,,,,,,,,6.0,,,,,,,,,7.899999999999988,,,,13.899999999999988
玖居深海我怕冷,,,,,,,,12.0,,,,,1.7999999999999998,,,,,,,,,13.8
李子仅一心,,,,,,,,,12.0,,,,1.7999999999999998,,,,,,,,,13.8
东皇剑一,,,,,,,,,12.0,,,,1.7999999999999998,,,,,,,,,13.8
人生如戏WP,,,,,,,,,6.0,,,,6.599999999999999,,,,,1.2,,,,13.799999999999997
f4丶空军部,,,,,,,,,6.0,,,,3.6,,,,,4.100000000000001,,,,13.700000000000001
免费看户外,,,,,,,,,6.0,,,,,,,,,7.699999999999989,,,,13.699999999999989
F4丶人均超生队,,,,,,,,,12.0,,1.0,,,,,,,0.2,,,0.4,13.6
艾菲尔美容理疗中心,,,,,,,,,12.0,,,,,,,,,1.5000000000000002,,,,13.5
魚的記憶只有七秒,,,,,,,,,12.0,,1.0,,,,,,,0.4,,,,13.4
举酒共欢颜,,,,,,,,,12.0,,,,1.2,,,,,0.2,,,,13.399999999999999
尐麦麦,,,,,,,,,12.0,,,,0.6,,,,,0.5,,,0.1,13.2
啊啊嗯嗯嗯你蛮北,,,,,,,,,6.0,,,,3.0,,,,,3.5000000000000018,,,0.5,13.000000000000002
龍骑士丶浅色旋律,,,,,,,,6.0,6.0,,,,,,,,,0.9999999999999999,,,,13.0
离人狗,,,,,,,,,12.0,,1.0,,,,,,,,,,,13.0
F4丶鸡霸霸,,,,,,,,,12.0,,,,,,,,,0.9999999999999999,,,,13.0
卡斯特梅的丶雨季,,,,,,,,,12.0,,,,,,,,,0.7,,,0.30000000000000004,13.0
C大表哥C,,,,,,,,,12.0,,,,0.6,,,,,0.4,,,,13.0
一生所爱丶yh,,,,,,,,,6.0,,3.0,1.0,,,,1.9999999999999998,,0.9999999999999999,,,,13.0
对你忽视,,,,,,,,,12.0,,1.0,,,,,,,,,,,13.0
人生总有失意,,,,,,,,,12.0,,,,,,,,,0.9999999999999999,,,,13.0
夕朝流星,,,,,,,,,12.0,,,,,,,,,0.7,,,0.2,12.899999999999999
F4丶M太阳A,,,,,,,,,12.0,,,,0.6,,,,,0.2,,,,12.799999999999999
猫跟你是我的,,,,,,,,,12.0,,,,0.6,,,,,,,,,12.6
天涯卡牌,,,,,,,,,12.0,,,,,,,,,0.2,,,0.4,12.6
a137061743,,,,,,,,,12.0,,,,0.6,,,,,,,,,12.6
午夜屠猪男999,,,,,,,,,12.0,,,,0.6,,,,,,,,,12.6
光少呀96,,,,,,,,,12.0,,,,,,,,,0.5,,,,12.5
金帝欧巴,,,,,,,,6.0,6.0,,,,,,,,,0.4,,,0.1,12.5
MMMMMMMMMMMMMMMMMMMMMMMMMMc,,,,,,,,12.0,,,,,,,,,,0.4,,,0.1,12.5
qzhujp,,,,,,,,,12.0,,,,,,,,,0.5,,,,12.5
F4丶经纪人,,,,,,,,,,,,,11.999999999999996,,,,,0.5,,,,12.499999999999996
勇敢的少年啊啊啊,,,,,,,,,12.0,,,,,,,,,0.4,,,,12.4
已不再年轻oo,,,,,,,,,12.0,,,,,,,,,0.30000000000000004,,,,12.3
samkunl,,,,,,,,,12.0,,,,,,,,,0.30000000000000004,,,,12.3
